% Device,CC1744004
% File name,CC1744004_20220812_221011
% Cast time (UTC),2022-08-12 22:10:11
% Cast time (local),2022-08-12 17:10:11
% Sample type,Cast
% Cast data,Processed
% Location source,GPS
% Default latitude,32
% Default altitude,0
% Start latitude,52.2549946
% Start longitude,-79.553362
% Start altitude,-47.986000061035156
% Start GPS horizontal error(Meter),6.36899995803833
% Start GPS vertical error(Meter),6.99399995803833
% Start GPS number of satellites,8
% End latitude,52.25537
% End longitude,-79.5534476
% End altitude,-44.8390007019043
% End GPS horizontal error(Meter),26.517999649047852
% End GPS vertical error(Meter),26.277000427246094
% End GPS number of satellites,8
% Cast duration (Seconds),69.6
% Samples per second,5
% Electronics calibration date,0001-01-01
% Conductivity calibration date,2020-03-06
% Temperature calibration date,2020-03-05
% Pressure calibration date,2020-02-28
% 
Pressure (Decibar),Depth (Meter),Temperature (Celsius),Conductivity (MicroSiemens per Centimeter),Specific conductance (MicroSiemens per Centimeter),Salinity (Practical Salinity Scale),Sound velocity (Meters per Second),Density (Kilograms per Cubic Meter)
0.15,0.15044438135626537,9.6342725296019243,23712.833984375,34233.191940306577,20.950835152921872,1471.421620622388,1016.0593930268182
0.44999999999999996,0.45134841471675635,9.65376983200783,23711.268075779615,34211.671905719748,20.937897230035787,1471.4844179719007,1016.0480685824706
0.74999999999999989,0.75224998922517761,9.6623471787282948,23712.997058371024,34205.700116181542,20.934497612912047,1471.5175494115758,1016.045647061082
1.05,1.0531527407328205,9.6676196146483022,23708.529771295212,34194.054906033285,20.92702597230404,1471.5332671407853,1016.0405059764084
1.35,1.354056288944677,9.6701223032447636,23708.925903699044,34192.15787058261,20.925866632693147,1471.5461876581446,1016.0406527118945
1.65,1.6549572335425817,9.6653920536776514,23727.162526630498,34223.127333869692,20.946160830633747,1471.5578336706781,1016.058475148636
1.9500000000000002,1.9558565494783866,9.6683727383580464,23719.183422014459,34208.677172451913,20.936622682951171,1471.5623969179831,1016.0520376047524
2.25,2.2567568215903,9.6670135877322156,23716.85457055605,34206.65946683802,20.935070230996065,1471.5602694616885,1016.0524036895361
2.55,2.557656326876383,9.6614649488427951,23717.674632672406,34213.31825945263,20.9389966249259,1471.5489768808575,1016.0576023305106
2.85,2.8585548862657149,9.6612192128786933,23717.822910264131,34213.774715477346,20.939193169375308,1471.5531713933176,1016.0591777691936
3.15,3.1594525797608668,9.6599501716957761,23721.268089848942,34219.997392293357,20.943173268198624,1471.558092806921,1016.0638361752425
3.4499999999999997,3.4603485656067425,9.65203151985389,23722.973657697374,34230.278308654561,20.949335646538874,1471.5405637798258,1016.071096515351
3.75,3.7612434617567065,9.6494523697838854,23719.850387585706,34228.319302775824,20.947723261536872,1471.5337561378403,1016.0715815674272
4.05,4.0621375597103917,9.6486816877069277,23724.524654029428,34235.82586469184,20.952604361064886,1471.5416508949024,1016.0768733041065
4.35,4.3630314747989187,9.6492011722301854,23718.302395307619,34226.333642457539,20.9461921204073,1471.5407177253792,1016.0732025975723
