date_and_hour_StL,Datetime,Air Pressure_StL,Air Temperature_StL,Precipitation_StL,Relative Humidity_StL,Wind From Direction_StL,Wind Speed_StL,Wind speed of gust_StL,Air Temperature,Average 10 meter wind speed over past 1 hour,Average air temperature over past 1 hour,Mean Sea Level Pressure,Precipitation Amount over past 1 hour,Rainfall amount over past 1 hour,Relative Humidity,Station Pressure,Vector average 10 meter wind direction over past 1 hour
2023-10-06T15,2023-10-06 15:00:00,991.325,14.4025,0.05,53.932249999999996,335.888,16.66375,31.573249999999998,8.0,25.5,7.8,1023.1,0.0,0.0,82.0,992.1,350.0
2023-10-06T16,2023-10-06 16:00:00,992.05,14.15975,0.0,53.63225,328.51775,19.47025,37.53725,7.9,30.2,7.6,1024.0,0.0,0.0,84.0,992.9,339.0
2023-10-06T17,2023-10-06 17:00:00,992.675,14.79625,0.05,50.573750000000004,328.86899999999997,22.45225,36.836,8.1,31.8,8.2,1024.6,0.0,0.2,72.0,993.6,339.0
2023-10-06T18,2023-10-06 18:00:00,993.2,14.91475,0.0,47.142250000000004,323.955,25.60975,41.92275,6.3,31.9,7.4,1025.3,0.0,0.2,89.0,994.2,337.0
2023-10-06T19,2023-10-06 19:00:00,993.45,13.92825,0.05,50.65,319.74325,27.88975,44.72925,7.9,39.7,7.4,1024.9,0.4,0.0,77.0,993.8,327.0
2023-10-06T20,2023-10-06 20:00:00,993.45,14.43375,0.05,47.811,315.53125,31.222749999999998,44.55375,7.7,41.7,7.7,1024.8,0.0,0.0,76.0,993.7,322.0
2023-10-06T21,2023-10-06 21:00:00,993.275,14.41425,0.0,46.717,310.618,32.45025,42.975,7.9,38.4,7.8,1024.7,0.0,0.0,76.0,993.6,319.0
2023-10-06T22,2023-10-06 22:00:00,993.325,14.19525,0.05,46.46025,313.7765,29.644,41.57175,7.5,33.8,7.6,1024.9,0.0,0.0,70.0,993.8,326.0
2023-10-06T23,2023-10-06 23:00:00,993.3,14.187,0.0,44.886,323.955,17.541,31.398,7.5,30.5,7.8,1024.9,0.0,0.0,67.0,993.8,329.0
2023-10-07T00,2023-10-07 00:00:00,993.4000000000001,14.43725,0.05,42.066,318.69025,20.522750000000002,33.152,7.5,28.3,7.6,1025.0,0.0,0.0,69.0,993.9,325.0
2023-10-07T01,2023-10-07 01:00:00,993.4000000000001,14.098749999999999,0.0,42.1215,302.545,24.55725,33.6785,7.3,29.2,7.5,1024.9,0.0,0.0,70.0,993.8,313.0
2023-10-07T02,2023-10-07 02:00:00,993.4,13.913,0.05,42.33475,297.98225,24.73275,33.503,7.0,28.6,7.2,1024.9,0.0,0.0,70.0,993.9,316.0
2023-10-07T03,2023-10-07 03:00:00,993.175,13.65525,0.0,42.587,307.8095,20.522750000000002,32.275,6.8,27.0,7.0,1024.5,0.0,0.0,68.0,993.4,306.0
2023-10-07T04,2023-10-07 04:00:00,992.875,13.33075,0.05,41.936,303.24725,17.01475,24.557000000000002,6.5,22.6,6.7,1024.3,0.0,0.0,70.0,993.2,302.0
2023-10-07T05,2023-10-07 05:00:00,992.65,12.5365,0.0,41.4315,237.96475,7.8934999999999995,15.436,4.7,8.0,5.1,1024.0,0.0,0.0,72.0,992.9,9.0
2023-10-07T06,2023-10-07 06:00:00,992.475,10.849499999999999,0.05,43.54975,265.341,0.70175,3.50825,3.9,3.5,4.3,1024.2,0.0,0.0,73.0,993.0,15.0
2023-10-07T07,2023-10-07 07:00:00,992.375,9.8965,0.0,44.796,127.40575000000001,0.87725,3.50825,6.0,3.5,3.7,1023.3,0.0,0.0,75.0,992.3,8.0
2023-10-07T08,2023-10-07 08:00:00,991.775,12.09975,0.05,45.2105,221.4685,10.349250000000001,18.2425,6.2,14.7,6.2,1022.8,0.0,0.0,77.0,991.8,250.0
2023-10-07T09,2023-10-07 09:00:00,991.0,12.63575,0.05,46.42875,219.01175,12.80475,18.24225,6.5,13.9,6.2,1022.1,0.0,0.0,76.0,991.1,234.0
2023-10-07T10,2023-10-07 10:00:00,990.675,12.7395,0.0,47.128,200.40975,14.032499999999999,20.69825,6.8,16.5,6.7,1021.7,0.0,0.0,78.0,990.7,237.0
2023-10-07T11,2023-10-07 11:00:00,990.075,10.314,0.05,50.9525,143.902,6.139,14.55875,7.1,20.4,7.1,1021.0,0.0,0.0,79.0,990.1,227.0
2023-10-07T12,2023-10-07 12:00:00,989.6,11.55,0.05,51.794,181.10575,16.48825,24.38175,7.3,28.4,7.3,1020.5,0.0,0.0,77.0,989.6,239.0
2023-10-07T13,2023-10-07 13:00:00,989.275,12.33775,0.0,49.8735,176.894,15.78675,25.259,7.3,27.0,7.1,1020.6,0.0,0.0,78.0,989.6,220.0
2023-10-07T14,2023-10-07 14:00:00,989.025,11.401250000000001,0.05,49.3795,156.53725,6.1392500000000005,14.909500000000001,6.7,21.8,7.0,1019.8,0.0,0.0,79.0,988.8,207.0
2023-10-07T15,2023-10-07 15:00:00,988.225,11.3535,0.05,49.028,148.465,6.1395,14.73425,6.7,21.6,6.5,1019.1,0.0,0.0,77.0,988.1,164.0
2023-10-07T16,2023-10-07 16:00:00,987.75,12.7465,0.0,45.95325,158.643,7.718,16.1375,7.2,26.4,6.9,1018.4,0.0,0.0,73.0,987.5,174.0
2023-10-07T17,2023-10-07 17:00:00,986.975,14.501750000000001,0.05,42.93525,156.53725,8.244250000000001,17.540750000000003,7.9,28.0,7.6,1017.5,0.0,0.0,69.0,986.6,171.0
2023-10-07T18,2023-10-07 18:00:00,986.175,15.299,0.0,39.51975,154.43099999999998,9.47225,19.64575,8.0,29.7,8.0,1017.1,0.0,0.0,71.0,986.2,167.0
2023-10-07T19,2023-10-07 19:00:00,985.35,15.65925,0.05,40.1255,151.97424999999998,9.472000000000001,21.5755,8.5,29.8,8.2,1015.6,0.0,0.0,69.0,984.8,161.0
2023-10-07T20,2023-10-07 20:00:00,984.15,17.1145,0.05,37.68775,157.239,10.69975,23.85575,9.3,32.9,8.9,1014.7,0.0,0.0,68.0,984.0,166.0
2023-10-07T21,2023-10-07 21:00:00,983.65,17.92825,0.0,37.5435,162.504,13.331,25.43425,10.6,30.4,10.1,1014.8,0.0,0.0,68.0,984.1,174.0
2023-10-07T22,2023-10-07 22:00:00,983.5,19.77675,0.0,35.81975,162.153,10.69975,22.62775,11.2,24.6,11.0,1014.7,0.0,0.0,65.0,984.0,172.0
2023-10-07T23,2023-10-07 23:00:00,983.45,19.233,0.05,34.46775,155.133,7.5425,17.891750000000002,11.3,21.5,11.3,1014.8,0.0,0.0,64.0,984.2,166.0
2023-10-08T00,2023-10-08 00:00:00,983.7,18.96475,0.0,35.15975,130.91575,2.8064999999999998,8.77025,10.3,12.5,11.0,1015.0,0.0,0.0,62.0,984.3,143.0
2023-10-08T01,2023-10-08 01:00:00,983.85,15.79875,0.05,39.61125,117.22749999999999,0.87725,5.0865,8.5,12.5,9.4,1015.0,0.0,0.0,71.0,984.3,139.0
2023-10-08T02,2023-10-08 02:00:00,983.9,13.84825,0.0,44.44075,111.261,1.4032499999999999,6.1392500000000005,8.0,14.4,8.1,1015.3,0.0,0.0,82.0,984.5,150.0
2023-10-08T03,2023-10-08 03:00:00,984.175,12.4225,0.05,47.61275,94.76474999999999,1.4032499999999999,4.3855,6.2,8.8,7.2,1015.7,0.0,0.0,88.0,984.9,142.0
2023-10-08T04,2023-10-08 04:00:00,984.575,11.16325,0.0,49.789500000000004,60.0175,1.9295,4.9115,4.4,4.7,4.9,1016.0,0.0,0.0,92.0,985.1,82.0
2023-10-08T05,2023-10-08 05:00:00,984.65,9.38775,0.05,51.685500000000005,57.91175,1.4032499999999999,3.1574999999999998,4.8,6.9,4.1,1016.0,0.0,0.0,93.0,985.2,99.0
2023-10-08T06,2023-10-08 06:00:00,984.95,8.850249999999999,0.0,53.479,55.45475,2.2805,3.859,3.8,5.9,4.2,1016.4,0.0,0.0,94.0,985.4,102.0
2023-10-08T07,2023-10-08 07:00:00,985.0749999999999,8.955,0.0,54.44075,54.051,3.15725,4.7357499999999995,2.8,3.0,3.3,1016.7,0.0,0.0,96.0,985.7,130.0
2023-10-08T08,2023-10-08 08:00:00,985.575,8.31925,0.05,55.425,33.343,1.754,4.03425,1.7,1.0,1.9,1017.2,0.0,0.0,98.0,986.3,49.0
2023-10-08T09,2023-10-08 09:00:00,985.9250000000001,7.97075,0.0,56.6845,194.092,4.03425,7.192,3.3,8.8,2.4,1017.3,0.0,0.0,98.0,986.4,343.0
2023-10-08T10,2023-10-08 10:00:00,986.125,9.17275,0.05,56.075,344.66275,3.6835,7.016500000000001,2.8,11.7,3.3,1017.7,0.0,0.0,97.0,986.9,356.0
2023-10-08T11,2023-10-08 11:00:00,986.475,8.161999999999999,0.0,56.313500000000005,28.546666666666663,2.6315,6.31475,1.7,9.2,2.3,1018.1,0.0,0.0,98.0,987.2,11.0
2023-10-08T12,2023-10-08 12:00:00,986.95,7.4967500000000005,0.05,57.521,268.14925,2.6310000000000002,6.31475,3.4,10.1,3.0,1018.4,0.0,0.0,98.0,987.5,29.0
2023-10-08T13,2023-10-08 13:00:00,987.275,7.93325,0.0,57.33325,346.7685,1.7542499999999999,5.26225,2.9,9.7,3.3,1018.9,0.0,0.0,96.0,987.9,28.0
2023-10-08T14,2023-10-08 14:00:00,987.7,6.99075,0.0,57.61825,10.295333333333334,0.1755,1.05275,5.1,9.1,3.7,1019.2,0.0,0.0,91.0,988.3,31.0
2023-10-08T15,2023-10-08 15:00:00,987.8,11.528500000000001,0.05,57.1765,179.0,2.105,7.5425,8.3,7.1,6.0,1019.3,0.0,0.0,92.0,988.4,12.0
2023-10-08T16,2023-10-08 16:00:00,987.875,15.2985,0.0,54.098,338.69625,5.087,12.103,9.9,12.6,9.2,1019.4,0.0,0.0,81.0,988.5,5.0
2023-10-08T17,2023-10-08 17:00:00,988.05,17.365499999999997,0.05,50.64375,347.1195,5.78825,14.9095,10.7,18.6,10.7,1019.7,0.0,0.0,64.0,988.8,3.0
2023-10-08T18,2023-10-08 18:00:00,988.15,19.03725,0.0,45.02725,336.59000000000003,7.71825,17.014499999999998,12.0,18.3,11.5,1019.5,0.0,0.0,64.0,988.7,345.0
2023-10-08T19,2023-10-08 19:00:00,987.875,17.81025,0.05,44.47775,305.70375,17.541,26.13575,10.6,21.6,11.2,1019.5,0.0,0.0,73.0,988.6,340.0
2023-10-08T20,2023-10-08 20:00:00,987.975,18.338250000000002,0.0,44.43875,332.72950000000003,12.278500000000001,23.68,11.2,18.3,10.7,1019.7,0.0,0.2,74.0,988.7,343.0
2023-10-08T21,2023-10-08 21:00:00,987.975,19.386,0.05,43.57325,343.25875,9.64725,21.750500000000002,11.2,17.5,11.3,1019.7,0.0,0.0,74.0,988.8,2.0
2023-10-08T22,2023-10-08 22:00:00,988.15,19.45275,0.0,43.541250000000005,97.2215,3.6835,11.05075,12.5,11.2,11.5,1019.6,0.0,0.0,65.0,988.7,23.0
2023-10-08T23,2023-10-08 23:00:00,987.975,24.22075,0.05,37.07375,93.36075000000001,1.9295,7.89325,11.3,8.3,11.5,1020.0,0.0,0.0,69.0,989.1,11.0
2023-10-09T00,2023-10-09 00:00:00,988.525,19.963,0.0,38.1715,29.83325,1.228,8.06875,10.4,11.1,10.5,1020.4,0.0,0.0,76.0,989.4,49.0
2023-10-09T01,2023-10-09 01:00:00,988.875,17.00225,0.05,43.931,25.622,0.702,3.33275,9.7,6.7,10.1,1020.6,0.0,0.0,78.0,989.6,58.0
2023-10-09T02,2023-10-09 02:00:00,989.0999999999999,15.992,0.1,45.891,27.727249999999998,0.70175,2.45575,8.8,7.4,9.4,1020.8,0.0,0.0,79.0,989.8,49.0
2023-10-09T03,2023-10-09 03:00:00,989.475,13.12025,0.05,47.811499999999995,23.16475,1.22775,3.6835,6.8,10.8,7.5,1021.0,0.0,0.0,85.0,990.1,49.0
2023-10-09T04,2023-10-09 04:00:00,989.525,11.69825,0.0,50.4315,116.8765,0.1755,2.98225,7.7,8.0,7.2,1021.0,0.0,0.0,81.0,990.1,50.0
2023-10-09T05,2023-10-09 05:00:00,989.475,13.353,0.05,50.8765,32.64125,0.351,1.9295,8.0,6.8,7.9,1020.8,0.0,0.0,79.0,990.0,55.0
2023-10-09T06,2023-10-09 06:00:00,989.35,13.62125,0.05,50.8655,26.323500000000003,0.0,1.5787499999999999,7.8,5.0,7.8,1020.6,0.0,0.0,80.0,989.8,50.0
2023-10-09T07,2023-10-09 07:00:00,989.225,13.7175,0.05,50.72175,47.03125,0.0,1.754,7.6,3.9,7.7,1020.6,0.0,0.0,81.0,989.8,54.0
2023-10-09T08,2023-10-09 08:00:00,989.2,13.686,0.05,50.735,37.906,0.0,1.5787499999999999,7.5,6.1,7.6,1020.6,0.0,0.0,80.0,989.8,56.0
2023-10-09T09,2023-10-09 09:00:00,989.225,13.54,0.05,50.893,35.44925,0.1755,2.105,7.6,7.1,7.6,1020.6,0.0,0.0,76.0,989.7,55.0
2023-10-09T10,2023-10-09 10:00:00,989.325,13.86925,0.05,50.25625,25.97275,0.702,3.333,7.6,8.7,7.7,1020.6,0.0,0.0,77.0,989.8,55.0
2023-10-09T11,2023-10-09 11:00:00,989.325,13.69675,0.05,49.920500000000004,32.99225,0.1755,2.105,7.3,6.1,7.5,1020.6,0.0,0.0,80.0,989.7,49.0
2023-10-09T12,2023-10-09 12:00:00,989.2,12.824,0.05,50.11525,31.93925,0.5265,2.456,4.9,6.0,6.4,1020.7,0.0,0.0,86.0,989.8,57.0
2023-10-09T13,2023-10-09 13:00:00,989.175,9.14725,0.0,52.06925,27.3765,0.702,2.456,3.4,8.0,4.0,1020.6,0.0,0.0,93.0,989.6,61.0
2023-10-09T14,2023-10-09 14:00:00,989.0749999999999,8.857,0.05,54.10525,30.88625,0.87725,3.859,5.5,8.7,4.5,1020.5,0.0,0.0,84.0,989.5,66.0
2023-10-09T15,2023-10-09 15:00:00,988.95,12.36425,0.05,53.614000000000004,53.349000000000004,1.22775,5.26225,8.6,8.0,7.2,1020.3,0.0,0.0,70.0,989.3,70.0
2023-10-09T16,2023-10-09 16:00:00,988.775,17.63975,0.05,46.79375,64.5805,1.5785,7.01625,9.8,6.8,9.4,1020.2,0.0,0.0,59.0,989.3,75.0
2023-10-09T17,2023-10-09 17:00:00,988.25,20.0825,0.05,38.66275,348.173,2.98225,9.6475,10.1,6.0,10.1,1019.6,0.0,0.0,57.0,988.8,38.0
2023-10-09T18,2023-10-09 18:00:00,987.625,21.1725,0.0,34.04825,17.9,2.456,10.17375,11.1,7.4,10.7,1018.9,0.0,0.0,48.0,988.1,36.0
2023-10-09T19,2023-10-09 19:00:00,986.85,21.14925,0.1,30.64525,331.67650000000003,5.26225,16.1375,10.5,6.7,11.2,1018.2,0.0,0.0,61.0,987.5,338.0
2023-10-09T20,2023-10-09 20:00:00,986.3,17.65725,0.05,38.10375,276.9235,14.208,17.891750000000002,10.3,16.0,10.6,1017.5,0.0,0.0,67.0,986.7,282.0
2023-10-09T21,2023-10-09 21:00:00,985.725,17.41725,0.05,39.944,283.592,16.488500000000002,20.172,10.5,19.2,10.4,1016.9,0.0,0.0,68.0,986.1,291.0
2023-10-09T22,2023-10-09 22:00:00,985.25,17.81675,0.05,40.50025,291.66475,15.2605,18.944,10.7,17.5,10.6,1016.3,0.0,0.0,70.0,985.6,301.0
2023-10-09T23,2023-10-09 23:00:00,984.85,18.0775,0.1,40.3995,297.63125,14.208,17.36525,10.5,16.5,10.6,1016.1,0.0,0.0,69.0,985.3,314.0
2023-10-10T00,2023-10-10 00:00:00,984.625,17.90625,0.05,41.3745,310.96875,11.225999999999999,15.61125,9.9,13.8,10.5,1015.9,0.0,0.0,74.0,985.1,318.0
2023-10-10T01,2023-10-10 01:00:00,984.375,14.46825,0.1,43.89375,178.298,2.45575,5.6129999999999995,6.6,7.6,8.0,1015.6,0.0,0.0,84.0,984.7,342.0
2023-10-10T02,2023-10-10 02:00:00,984.225,11.443,0.05,47.80225,39.66075,1.7542499999999999,4.03425,5.6,7.0,6.4,1015.5,0.0,0.0,85.0,984.6,24.0
2023-10-10T03,2023-10-10 03:00:00,984.175,8.882000000000001,0.05,50.74775,46.68025,0.351,2.105,4.6,8.0,4.9,1015.4,0.0,0.0,82.0,984.6,55.0
2023-10-10T04,2023-10-10 04:00:00,984.325,7.948,0.05,52.2575,36.150999999999996,0.1755,1.5787499999999999,4.0,6.1,4.4,1015.5,0.0,0.0,80.0,984.7,67.0
2023-10-10T05,2023-10-10 05:00:00,984.325,6.62575,0.0,53.209,39.30975,0.1755,1.4035,3.5,5.9,3.9,1015.4,0.0,0.0,83.0,984.6,62.0
2023-10-10T06,2023-10-10 06:00:00,984.0,6.161,0.05,54.28025,53.69975,0.87725,2.105,2.3,1.3,3.2,1015.0,0.0,0.0,88.0,984.2,59.0
2023-10-10T07,2023-10-10 07:00:00,983.775,4.4715,0.05,54.85275,67.037,0.87725,1.9295,1.1,3.3,1.4,1014.8,0.0,0.0,90.0,983.9,57.0
2023-10-10T08,2023-10-10 08:00:00,983.5,3.651,0.0,55.679,64.58025,0.1755,1.4032499999999999,0.5,4.7,1.1,1014.6,0.0,0.0,92.0,983.7,54.0
2023-10-10T09,2023-10-10 09:00:00,983.35,3.8295,0.0,56.40075,31.588,0.5265,2.105,-1.1,4.8,-0.6,1014.6,0.0,0.0,95.0,983.7,36.0
2023-10-10T10,2023-10-10 10:00:00,983.4000000000001,2.98275,0.0,56.41625,23.16475,0.1755,1.754,0.1,8.0,-0.2,1014.6,0.0,0.0,98.0,983.7,49.0
2023-10-10T11,2023-10-10 11:00:00,983.4250000000001,2.9995,0.0,56.60575,11.23125,0.0,1.0525,0.6,9.9,0.6,1014.6,0.0,0.0,97.0,983.7,59.0
2023-10-10T12,2023-10-10 12:00:00,983.625,3.19625,0.0,56.97525,23.516000000000002,0.0,1.9295,0.3,9.7,0.5,1014.8,0.0,0.0,96.0,983.9,62.0
2023-10-10T13,2023-10-10 13:00:00,983.625,3.406,0.0,57.215,30.535249999999998,0.351,1.9297499999999999,-0.1,8.3,0.0,1014.9,0.0,0.0,97.0,983.9,60.0
2023-10-10T14,2023-10-10 14:00:00,983.55,3.73275,0.0,57.538000000000004,41.065,0.351,2.63125,2.5,9.2,0.9,1014.8,0.0,0.0,89.0,983.8,64.0
2023-10-10T15,2023-10-10 15:00:00,983.5,7.7415,0.05,57.40225,40.71375,0.87725,4.20975,5.2,9.6,3.7,1014.8,0.0,0.0,80.0,983.9,72.0
2023-10-10T16,2023-10-10 16:00:00,983.25,13.613,1.2,53.621,120.26933333333334,0.87725,4.736000000000001,8.2,5.2,7.2,1014.7,0.0,0.0,65.0,983.8,56.0
2023-10-10T17,2023-10-10 17:00:00,982.9,17.61225,1.4000000000000001,43.27425,264.99025,3.15725,9.472000000000001,9.1,7.7,9.0,1014.4,0.0,0.0,52.0,983.5,32.0
2023-10-10T18,2023-10-10 18:00:00,982.5,19.561999999999998,0.0,34.23325,262.1825,2.80675,8.7705,11.0,8.7,10.0,1014.0,0.0,0.0,39.0,983.2,28.0
2023-10-10T19,2023-10-10 19:00:00,981.925,21.115499999999997,0.0,26.3395,228.83900000000003,2.63125,9.823,12.0,7.2,11.3,1013.2,0.0,0.0,27.0,982.4,24.0
2023-10-10T20,2023-10-10 20:00:00,981.175,22.08975,0.0,22.6215,168.82175,3.8587499999999997,11.0505,12.9,5.4,12.5,1012.6,0.0,0.0,25.0,981.9,38.0
2023-10-10T21,2023-10-10 21:00:00,980.825,17.835,0.0,33.25325,285.347,12.98025,17.54075,10.5,12.3,11.0,1012.2,0.0,0.0,61.0,981.4,308.0
2023-10-10T22,2023-10-10 22:00:00,980.7,17.88025,0.0,37.62325,294.82375,13.506499999999999,17.01475,10.6,16.5,10.6,1012.0,0.0,0.0,65.0,981.2,307.0
2023-10-10T23,2023-10-10 23:00:00,980.5,19.066000000000003,0.0,37.439,230.59400000000002,8.94575,13.68225,11.4,10.6,10.9,1011.8,0.0,0.0,53.0,981.1,326.0
2023-10-11T00,2023-10-11 00:00:00,980.45,22.1285,0.0,23.9915,32.992,1.0525,3.8587499999999997,9.8,0.9,11.0,1012.0,0.0,0.0,41.0,981.2,52.0
2023-10-11T01,2023-10-11 01:00:00,980.5749999999999,13.600999999999999,0.0,28.35725,35.098,0.0,1.22775,7.8,4.1,8.7,1012.0,0.0,0.0,41.0,981.1,66.0
2023-10-11T02,2023-10-11 02:00:00,980.675,10.89125,0.0,32.50125,31.588250000000002,0.0,0.877,6.8,5.1,7.5,1012.0,0.0,0.0,44.0,981.2,65.0
2023-10-11T03,2023-10-11 03:00:00,980.75,9.48425,0.0,35.26575,48.08425,0.0,0.87725,5.7,0.7,6.4,1011.9,0.0,0.0,46.0,981.1,46.0
2023-10-11T04,2023-10-11 04:00:00,980.7,9.88775,0.0,34.7745,41.41575,0.0,0.52625,3.9,0.0,5.2,1011.9,0.0,0.0,65.0,981.2,45.0
2023-10-11T05,2023-10-11 05:00:00,980.85,9.57475,0.0,34.866749999999996,21.409750000000003,0.35075,1.0525,4.6,5.6,4.1,1012.0,0.0,0.0,67.0,981.3,58.0
2023-10-11T06,2023-10-11 06:00:00,980.775,7.68725,0.0,39.527249999999995,34.39625,0.0,2.10525,5.1,7.4,4.7,1011.8,0.0,0.0,72.0,981.2,62.0
2023-10-11T07,2023-10-11 07:00:00,980.775,7.493,0.0,43.8075,93.361,0.0,0.70175,4.2,7.1,4.6,1011.9,0.0,0.0,78.0,981.3,58.0
2023-10-11T08,2023-10-11 08:00:00,980.825,7.66675,0.0,45.7205,9.82775,0.0,0.0,3.1,4.7,3.5,1011.7,0.0,0.0,84.0,981.1,58.0
2023-10-11T09,2023-10-11 09:00:00,980.5999999999999,6.93325,0.0,47.246500000000005,14.039,0.0,1.228,3.2,5.7,3.0,1011.8,0.0,0.0,88.0,981.1,59.0
2023-10-11T10,2023-10-11 10:00:00,980.725,6.08975,0.0,49.04075,22.46275,0.0,1.22775,2.4,7.6,2.7,1011.8,0.0,0.0,92.0,981.1,57.0
2023-10-11T11,2023-10-11 11:00:00,980.75,6.38825,0.0,50.616749999999996,27.3765,0.351,1.9295,2.1,9.4,2.4,1011.9,0.0,0.0,94.0,981.2,61.0
2023-10-11T12,2023-10-11 12:00:00,980.95,5.827500000000001,0.0,52.1855,27.0255,0.1755,1.4032499999999999,1.8,8.9,1.9,1012.3,0.0,0.0,96.0,981.5,67.0
2023-10-11T13,2023-10-11 13:00:00,981.225,5.53125,0.0,52.978750000000005,28.7805,0.0,2.105,1.8,9.9,1.8,1012.6,0.0,0.0,97.0,981.7,68.0
2023-10-11T14,2023-10-11 14:00:00,981.45,6.57725,0.0,53.914,45.27625,0.52625,2.8064999999999998,3.8,10.7,2.7,1012.7,0.0,0.0,94.0,981.9,69.0
2023-10-11T15,2023-10-11 15:00:00,981.6,11.369,0.0,54.0545,67.388,2.456,7.192,5.7,8.6,4.8,1013.1,0.0,0.0,93.0,982.3,84.0
2023-10-11T16,2023-10-11 16:00:00,981.9,13.5205,0.0,52.57325,77.56675,3.1574999999999998,7.718,7.3,9.9,6.5,1013.5,0.0,0.0,87.0,982.7,95.0
2023-10-11T17,2023-10-11 17:00:00,982.05,15.7945,0.0,49.56925,98.6255,2.982,8.594999999999999,8.3,11.1,8.0,1013.3,0.0,0.0,80.0,982.5,130.0
2023-10-11T18,2023-10-11 18:00:00,981.9000000000001,17.602249999999998,0.0,45.46275,97.57249999999999,2.80675,7.718,8.9,7.8,8.7,1013.2,0.0,0.0,76.0,982.5,112.0
2023-10-11T19,2023-10-11 19:00:00,981.725,17.60575,0.0,43.4405,61.77275,2.8064999999999998,8.94575,9.3,13.3,9.2,1013.0,0.0,0.0,73.0,982.3,91.0
2023-10-11T20,2023-10-11 20:00:00,981.5,17.96275,0.0,41.694,78.2685,3.33275,9.121,9.4,13.3,9.4,1013.0,0.0,0.0,72.0,982.2,99.0
2023-10-11T21,2023-10-11 21:00:00,981.8,16.936,0.0,42.26675,84.586,3.1574999999999998,9.64725,9.0,13.1,9.1,1013.4,0.0,0.0,71.0,982.6,108.0
2023-10-11T22,2023-10-11 22:00:00,981.9250000000001,16.90675,0.0,42.3365,77.91775,2.98225,8.06875,9.3,10.8,9.1,1013.4,0.0,0.0,68.0,982.5,96.0
2023-10-11T23,2023-10-11 23:00:00,982.05,16.93775,0.0,41.8045,59.31575,2.2805,6.31475,9.0,9.9,9.2,1013.8,0.0,0.0,72.0,982.9,99.0
2023-10-12T00,2023-10-12 00:00:00,982.4,16.283,0.0,42.6695,17.54925,0.702,3.6835,8.8,6.4,8.9,1014.3,0.0,0.0,72.0,983.4,75.0
2023-10-12T01,2023-10-12 01:00:00,982.975,15.6645,0.0,43.4965,22.11175,0.87725,2.98225,8.4,6.1,8.6,1014.7,0.0,0.0,75.0,983.8,58.0
2023-10-12T02,2023-10-12 02:00:00,983.475,15.18875,0.0,44.3635,30.8865,0.351,2.2805,8.0,4.8,8.2,1015.5,0.0,0.0,76.0,984.6,56.0
2023-10-12T03,2023-10-12 03:00:00,984.05,14.997,0.0,44.834,19.655,0.5265,2.982,8.1,4.8,8.1,1015.8,0.0,0.0,75.0,985.0,51.0
2023-10-12T04,2023-10-12 04:00:00,984.525,14.783249999999999,0.0,45.12375,40.01175,0.0,1.9295,7.9,5.4,8.0,1016.2,0.0,0.0,78.0,985.4,46.0
2023-10-12T05,2023-10-12 05:00:00,984.975,14.583,0.0,46.039500000000004,30.88625,0.351,2.63125,7.9,2.2,7.8,1016.5,0.0,0.0,78.0,985.8,58.0
2023-10-12T06,2023-10-12 06:00:00,985.0749999999999,12.79925,0.0,46.56525,151.6235,0.0,0.35075,7.0,2.4,7.6,1016.5,0.0,0.0,81.0,985.8,39.0
2023-10-12T07,2023-10-12 07:00:00,985.55,11.24575,0.0,49.2355,130.56475,0.1755,1.0525,6.2,3.8,6.6,1016.9,0.0,0.0,84.0,986.1,50.0
2023-10-12T08,2023-10-12 08:00:00,985.975,9.85675,0.0,51.022999999999996,36.502,0.1755,1.754,5.2,7.2,5.3,1017.6,0.0,0.0,91.0,986.8,66.0
2023-10-12T09,2023-10-12 09:00:00,986.4,11.68825,0.0,51.958,32.29,0.1755,2.456,5.9,9.5,5.7,1018.1,0.0,0.0,88.0,987.2,64.0
2023-10-12T10,2023-10-12 10:00:00,986.8,12.35375,0.0,51.75175,23.516000000000002,0.351,1.9295,6.2,8.1,6.0,1018.4,0.0,0.0,85.0,987.5,62.0
2023-10-12T11,2023-10-12 11:00:00,987.275,12.5945,0.0,51.5895,25.622,0.351,2.8064999999999998,6.4,7.7,6.3,1019.0,0.0,0.0,84.0,988.2,60.0
2023-10-12T12,2023-10-12 12:00:00,988.1,12.891,0.0,51.174,24.2175,0.0,1.9295,6.7,6.4,6.6,1019.9,0.0,0.0,83.0,989.0,51.0
2023-10-12T13,2023-10-12 13:00:00,988.85,13.2065,0.0,50.972750000000005,29.13125,0.1755,2.456,6.7,8.2,6.8,1020.8,0.0,0.0,83.0,989.9,48.0
2023-10-12T14,2023-10-12 14:00:00,989.675,13.15175,0.0,50.74875,24.56875,0.702,2.98225,8.1,9.1,7.5,1021.7,0.0,0.0,84.0,990.7,54.0
2023-10-12T15,2023-10-12 15:00:00,990.4000000000001,14.81325,0.0,51.3735,35.09825,0.87725,5.4375,10.4,10.0,8.3,1022.1,0.0,0.0,78.0,991.2,70.0
2023-10-12T16,2023-10-12 16:00:00,990.725,19.55825,0.0,46.6615,28.42925,1.754,7.01625,11.9,14.3,11.0,1022.4,0.0,0.0,70.0,991.6,62.0
2023-10-12T17,2023-10-12 17:00:00,990.775,22.638,0.0,39.67575,30.8865,1.754,6.841,14.0,12.9,12.8,1022.6,0.0,0.0,64.0,991.9,53.0
