Datetime,Air Temperature,Average 10 meter wind speed over past 1 hour,Average air temperature over past 1 hour,Mean Sea Level Pressure,Precipitation Amount over past 1 hour,Rainfall amount over past 1 hour,Relative Humidity,Station Pressure,Vector average 10 meter wind direction over past 1 hour
2023-04-11 13:00:00,1.2,6.8,-0.3,1011.9,0.0,0.0,88.0,980.9,91.0
2023-04-11 14:00:00,4.2,4.3,3.1,1011.2,0.0,0.0,72.0,980.3,87.0
2023-04-11 15:00:00,6.7,10.3,5.2,1009.8,0.0,0.0,67.0,979.0,124.0
2023-04-11 16:00:00,7.1,15.5,6.7,1009.4,0.0,0.0,65.0,978.6,134.0
2023-04-11 17:00:00,8.5,15.6,7.2,1007.9,0.0,0.0,61.0,977.2,140.0
2023-04-11 18:00:00,9.2,17.4,9.2,1007.0,0.0,0.0,60.0,976.3,134.0
2023-04-11 19:00:00,10.8,19.1,8.9,1005.0,0.0,0.0,57.0,974.5,143.0
2023-04-11 20:00:00,11.1,24.3,10.7,1004.1,0.0,0.0,55.0,973.6,140.0
2023-04-11 21:00:00,7.0,28.1,8.7,1002.7,0.0,0.0,67.0,972.1,151.0
2023-04-11 22:00:00,8.0,27.9,8.0,1001.4,0.0,0.0,62.0,970.8,152.0
2023-04-11 23:00:00,4.6,27.1,5.9,1000.9,0.0,0.0,76.0,970.2,157.0
2023-04-12 00:00:00,3.8,21.6,3.5,1001.4,0.0,0.0,81.0,970.7,171.0
2023-04-12 01:00:00,3.3,20.8,3.6,1000.8,0.0,0.0,84.0,970.1,152.0
2023-04-12 02:00:00,2.4,19.5,2.4,1000.3,0.0,0.0,89.0,969.7,155.0
2023-04-12 03:00:00,1.9,17.0,1.9,1000.4,0.0,0.0,91.0,969.9,155.0
2023-04-12 04:00:00,2.1,16.0,2.0,1000.2,0.0,0.0,88.0,969.7,153.0
2023-04-12 05:00:00,1.0,12.4,1.1,1000.2,0.0,0.0,93.0,969.7,179.0
2023-04-12 06:00:00,0.7,9.1,0.9,1000.2,0.0,0.0,93.0,969.8,200.0
2023-04-12 07:00:00,0.4,7.8,0.5,1000.0,0.0,0.0,94.0,969.6,229.0
2023-04-12 08:00:00,0.7,7.1,0.7,1000.6,0.0,0.0,94.0,970.1,280.0
2023-04-12 09:00:00,0.0,8.4,0.6,1001.7,0.0,0.0,93.0,971.1,329.0
2023-04-12 10:00:00,0.4,3.7,0.2,1001.7,0.0,0.0,95.0,971.2,276.0
2023-04-12 11:00:00,2.5,10.0,1.6,1002.2,0.0,0.0,89.0,971.6,320.0
2023-04-12 12:00:00,0.0,6.6,1.0,1002.8,0.0,0.0,94.0,972.0,278.0
2023-04-12 13:00:00,0.6,13.3,0.3,1003.3,0.0,0.0,94.0,972.6,177.0
2023-04-12 14:00:00,2.0,11.5,1.3,1004.2,0.0,0.0,91.0,973.5,202.0
2023-04-12 15:00:00,2.5,12.9,2.6,1003.9,0.0,0.0,87.0,973.1,176.0
2023-04-12 16:00:00,2.6,10.5,2.5,1004.9,0.0,0.0,85.0,974.1,227.0
2023-04-12 17:00:00,4.9,6.0,3.2,1005.9,0.0,0.0,76.0,975.1,287.0
2023-04-12 18:00:00,4.4,17.9,4.5,1006.0,0.0,0.0,70.0,975.2,322.0
2023-04-12 19:00:00,3.8,25.8,4.5,1006.7,0.0,0.0,76.0,975.8,321.0
2023-04-12 20:00:00,3.2,18.4,3.5,1007.1,0.0,0.0,80.0,976.2,320.0
2023-04-12 21:00:00,3.8,22.5,3.7,1007.4,0.0,0.0,79.0,976.5,315.0
2023-04-12 22:00:00,4.3,21.7,5.1,1007.6,0.0,0.0,75.0,976.8,332.0
2023-04-12 23:00:00,3.4,19.0,4.4,1008.5,0.0,0.0,80.0,977.7,323.0
2023-04-13 00:00:00,2.6,20.2,3.0,1009.1,0.0,0.0,85.0,978.1,319.0
2023-04-13 01:00:00,5.0,14.4,3.6,1008.8,0.0,0.0,75.0,977.9,333.0
2023-04-13 02:00:00,1.6,8.9,3.6,1010.1,0.0,0.0,88.0,979.2,329.0
2023-04-13 03:00:00,2.1,9.6,1.9,1010.7,0.0,0.0,84.0,979.8,313.0
2023-04-13 04:00:00,3.2,9.6,2.6,1010.8,0.0,0.0,78.0,979.9,340.0
2023-04-13 05:00:00,2.3,9.1,2.5,1011.1,0.0,0.0,81.0,980.2,353.0
2023-04-13 06:00:00,1.6,6.8,1.8,1011.7,0.0,0.0,82.0,980.7,352.0
2023-04-13 07:00:00,1.3,4.3,1.5,1012.1,0.0,0.0,85.0,981.1,15.0
2023-04-13 08:00:00,0.0,5.9,0.4,1012.3,0.0,0.0,89.0,981.3,351.0
2023-04-13 09:00:00,0.0,6.9,-0.5,1012.4,0.0,0.0,93.0,981.4,14.0
2023-04-13 10:00:00,0.0,9.0,0.2,1012.5,0.0,0.0,90.0,981.5,15.0
2023-04-13 11:00:00,0.2,9.3,0.4,1012.7,0.0,0.0,88.0,981.7,23.0
2023-04-13 12:00:00,0.1,7.0,-0.1,1013.0,0.0,0.0,88.0,981.9,38.0
2023-04-13 13:00:00,0.4,5.2,0.2,1013.3,0.0,0.0,88.0,982.3,46.0
2023-04-13 14:00:00,3.5,8.2,2.0,1012.7,0.0,0.0,74.0,981.7,61.0
2023-04-13 15:00:00,5.7,12.0,4.6,1011.6,0.0,0.0,65.0,980.7,59.0
2023-04-13 16:00:00,6.9,15.0,6.6,1012.4,0.0,0.0,59.0,981.6,72.0
2023-04-13 17:00:00,7.3,16.4,7.1,1011.9,0.0,0.0,59.0,981.1,64.0
2023-04-13 18:00:00,6.8,15.5,6.8,1011.7,0.0,0.0,63.0,980.8,60.0
2023-04-13 19:00:00,6.8,17.9,6.8,1011.5,0.0,0.0,61.0,980.6,53.0
2023-04-13 20:00:00,6.9,19.2,6.9,1010.6,0.0,0.0,62.0,979.7,41.0
2023-04-13 21:00:00,6.7,21.4,6.9,1010.4,0.0,0.0,60.0,979.5,43.0
2023-04-13 22:00:00,7.2,19.8,7.0,1009.7,0.0,0.0,55.0,978.9,36.0
2023-04-13 23:00:00,7.3,24.3,7.2,1008.6,0.0,0.0,53.0,977.8,41.0
2023-04-14 00:00:00,7.0,23.6,7.1,1008.8,0.0,0.0,52.0,978.0,50.0
2023-04-14 01:00:00,6.6,21.1,6.8,1008.6,0.0,0.0,53.0,977.7,50.0
2023-04-14 02:00:00,6.0,23.4,6.2,1008.2,0.0,0.0,55.0,977.4,48.0
2023-04-14 03:00:00,5.9,20.8,5.8,1007.9,0.0,0.0,56.0,977.2,51.0
2023-04-14 04:00:00,5.3,22.7,5.7,1007.9,0.0,0.0,59.0,977.3,57.0
2023-04-14 05:00:00,5.3,23.1,5.3,1007.5,0.0,0.0,60.0,976.9,53.0
2023-04-14 06:00:00,5.1,25.1,5.2,1007.5,0.0,0.0,62.0,976.9,48.0
2023-04-14 07:00:00,5.0,23.1,5.1,1007.7,0.0,0.0,61.0,977.0,49.0
2023-04-14 08:00:00,4.1,22.0,4.5,1006.7,0.0,0.0,70.0,976.0,44.0
2023-04-14 09:00:00,3.8,25.1,3.9,1006.4,0.0,0.0,72.0,975.7,45.0
2023-04-14 10:00:00,3.7,22.9,3.7,1006.7,0.0,0.0,71.0,976.1,49.0
2023-04-14 11:00:00,3.0,24.9,3.4,1006.3,0.0,0.0,76.0,975.7,55.0
2023-04-14 12:00:00,2.6,21.9,2.7,1006.0,0.0,0.0,79.0,975.3,47.0
2023-04-14 13:00:00,2.6,24.6,2.6,1005.5,0.0,0.0,80.0,974.9,43.0
2023-04-14 14:00:00,2.4,19.7,2.6,1006.6,0.0,0.0,82.0,975.9,58.0
2023-04-14 15:00:00,2.4,15.8,2.4,1007.1,0.0,0.0,85.0,976.4,43.0
2023-04-14 16:00:00,2.3,15.1,2.2,1006.7,0.0,0.0,90.0,976.0,28.0
2023-04-14 17:00:00,2.2,15.6,2.3,1007.4,0.0,0.0,92.0,976.6,20.0
2023-04-14 18:00:00,2.2,15.6,2.2,1007.4,0.2,0.0,95.0,976.6,17.0
2023-04-14 19:00:00,2.3,16.3,2.3,1007.9,0.0,0.0,94.0,977.1,12.0
2023-04-14 20:00:00,2.5,15.3,2.4,1008.5,0.0,0.0,92.0,977.7,10.0
2023-04-14 21:00:00,2.6,15.5,2.6,1009.3,0.0,0.0,92.0,978.4,10.0
2023-04-14 22:00:00,2.6,14.1,2.6,1009.7,0.0,0.0,94.0,978.8,7.0
2023-04-14 23:00:00,2.8,13.7,2.7,1010.5,0.0,0.0,91.0,979.6,360.0
2023-04-15 00:00:00,1.1,12.1,2.0,1011.3,0.0,0.0,93.0,980.3,342.0
2023-04-15 01:00:00,2.3,14.3,1.9,1011.9,0.0,0.0,89.0,981.0,337.0
2023-04-15 02:00:00,1.7,14.4,2.0,1012.8,0.0,0.0,91.0,981.7,355.0
2023-04-15 03:00:00,1.3,14.0,1.5,1013.8,0.0,0.0,92.0,982.7,354.0
2023-04-15 04:00:00,1.0,13.7,1.1,1014.4,0.0,0.0,93.0,983.3,351.0
2023-04-15 05:00:00,0.7,14.7,0.8,1014.7,0.0,0.0,92.0,983.6,352.0
2023-04-15 06:00:00,0.6,16.3,0.7,1015.1,0.0,0.0,91.0,983.9,4.0
2023-04-15 07:00:00,0.3,15.0,0.4,1015.3,0.0,0.0,94.0,984.1,359.0
2023-04-15 08:00:00,0.2,12.2,0.3,1015.6,0.0,0.0,94.0,984.4,351.0
2023-04-15 09:00:00,0.0,14.3,0.2,1016.4,0.1,0.0,91.0,985.2,357.0
2023-04-15 10:00:00,0.0,14.3,0.0,1017.0,0.0,0.0,94.0,985.8,358.0
2023-04-15 11:00:00,-0.2,15.4,-0.1,1017.3,0.0,0.0,95.0,986.1,358.0
2023-04-15 12:00:00,-0.3,18.2,-0.2,1018.5,0.0,0.0,85.0,987.1,1.0
2023-04-15 13:00:00,-0.2,17.8,-0.2,1019.1,0.0,0.0,86.0,987.8,3.0
2023-04-15 14:00:00,-0.1,19.3,-0.2,1019.5,0.0,0.0,82.0,988.1,2.0
2023-04-15 15:00:00,0.2,25.7,0.0,1019.7,0.0,0.0,80.0,988.4,11.0
2023-04-15 16:00:00,0.5,26.0,0.2,1020.3,0.0,0.0,77.0,989.0,14.0
2023-04-15 17:00:00,1.0,25.3,0.6,1020.4,0.0,0.0,74.0,989.0,15.0
2023-04-15 18:00:00,1.6,26.1,1.2,1020.6,0.0,0.0,71.0,989.3,4.0
2023-04-15 19:00:00,1.9,23.9,1.8,1020.7,0.0,0.0,70.0,989.4,1.0
2023-04-15 20:00:00,2.7,24.3,2.3,1020.7,0.0,0.0,68.0,989.4,3.0
2023-04-15 21:00:00,3.1,23.6,2.8,1020.9,0.0,0.0,64.0,989.6,10.0
2023-04-15 22:00:00,3.7,22.7,3.4,1021.1,0.0,0.0,61.0,989.8,15.0
2023-04-15 23:00:00,3.9,23.0,3.9,1021.5,0.0,0.0,59.0,990.2,16.0
2023-04-16 00:00:00,3.5,23.3,3.7,1022.1,0.0,0.0,63.0,990.8,13.0
2023-04-16 01:00:00,3.1,18.9,3.3,1022.3,0.0,0.0,66.0,991.0,4.0
2023-04-16 02:00:00,2.1,15.5,2.5,1023.1,0.0,0.0,71.0,991.7,6.0
2023-04-16 03:00:00,0.1,11.2,1.0,1023.5,0.0,0.0,79.0,992.0,13.0
2023-04-16 04:00:00,-1.4,10.0,-1.1,1023.6,0.0,0.0,85.0,992.0,14.0
2023-04-16 05:00:00,-2.2,10.1,-1.6,1023.6,0.0,0.0,87.0,992.0,8.0
2023-04-16 06:00:00,-2.5,8.4,-2.6,1023.9,0.0,0.0,90.0,992.4,355.0
2023-04-16 07:00:00,-2.8,8.7,-2.8,1024.1,0.0,0.0,90.0,992.6,344.0
2023-04-16 08:00:00,-3.0,9.7,-2.7,1024.1,0.0,0.0,88.0,992.6,349.0
2023-04-16 09:00:00,-3.2,9.1,-3.2,1023.9,0.0,0.0,87.0,992.4,11.0
2023-04-16 10:00:00,-3.9,10.0,-3.7,1024.1,0.0,0.0,88.0,992.6,2.0
2023-04-16 11:00:00,-4.4,9.6,-4.2,1024.5,0.0,0.0,87.0,993.0,4.0
2023-04-16 12:00:00,-4.8,9.1,-4.6,1024.9,0.0,0.0,88.0,993.3,3.0
2023-04-16 13:00:00,-2.8,9.5,-3.9,1025.0,0.0,0.0,83.0,993.5,355.0
2023-04-16 14:00:00,0.1,10.5,-1.3,1025.0,0.0,0.0,62.0,993.5,2.0
2023-04-16 15:00:00,2.3,14.1,1.3,1024.6,0.0,0.0,44.0,993.1,12.0
2023-04-16 16:00:00,4.1,16.6,3.2,1024.2,0.0,0.0,42.0,992.8,9.0
2023-04-16 17:00:00,0.9,18.6,3.5,1023.8,0.0,0.0,74.0,992.3,354.0
2023-04-16 18:00:00,1.2,22.5,1.1,1023.6,0.0,0.0,73.0,992.0,306.0
2023-04-16 19:00:00,1.5,23.4,1.3,1023.3,0.0,0.0,71.0,991.8,301.0
2023-04-16 20:00:00,1.9,24.0,1.7,1022.7,0.0,0.0,70.0,991.2,303.0
2023-04-16 21:00:00,2.3,20.2,2.0,1021.9,0.0,0.0,70.0,990.5,305.0
2023-04-16 22:00:00,1.7,20.2,2.0,1021.5,0.0,0.0,74.0,990.0,306.0
2023-04-16 23:00:00,2.2,19.7,2.1,1021.2,0.0,0.0,72.0,989.7,314.0
2023-04-17 00:00:00,2.8,17.6,2.5,1021.0,0.0,0.0,66.0,989.5,319.0
2023-04-17 01:00:00,6.6,15.0,7.4,1020.7,0.0,0.0,43.0,989.4,11.0
2023-04-17 02:00:00,4.3,10.6,5.4,1020.4,0.0,0.0,44.0,989.2,34.0
2023-04-17 03:00:00,2.8,8.7,3.6,1020.4,0.0,0.0,48.0,989.1,34.0
2023-04-17 04:00:00,1.8,9.2,1.8,1020.0,0.0,0.0,50.0,988.8,33.0
2023-04-17 05:00:00,-1.6,8.4,0.1,1019.8,0.0,0.0,66.0,988.4,18.0
2023-04-17 06:00:00,-1.9,8.6,-2.1,1019.5,0.0,0.0,71.0,988.1,10.0
2023-04-17 07:00:00,-1.1,12.9,-0.8,1019.2,0.0,0.0,62.0,987.8,39.0
2023-04-17 08:00:00,-3.2,8.2,-1.9,1019.1,0.0,0.0,71.0,987.7,31.0
2023-04-17 09:00:00,-3.4,8.4,-4.1,1018.9,0.0,0.0,73.0,987.5,31.0
2023-04-17 10:00:00,-5.8,7.5,-3.7,1019.3,0.0,0.0,85.0,987.8,29.0
2023-04-17 11:00:00,-5.4,8.1,0.0,1019.4,0.0,0.0,0.0,988.0,358.0
2023-04-17 12:00:00,-4.2,7.8,-4.7,1019.4,0.0,0.0,0.0,988.0,41.0
2023-04-17 13:00:00,-3.3,5.6,-3.6,1019.4,0.0,0.0,0.0,988.1,32.0
2023-04-17 14:00:00,0.8,11.1,-0.2,1019.2,0.0,0.0,57.0,988.0,56.0
2023-04-17 15:00:00,2.4,14.0,1.7,1018.8,0.0,0.0,48.0,987.6,63.0
2023-04-17 16:00:00,2.9,11.7,3.0,1018.4,0.0,0.0,43.0,987.2,43.0
2023-04-17 17:00:00,5.4,11.1,4.3,1018.1,0.0,0.0,40.0,986.9,43.0
2023-04-17 18:00:00,0.4,15.6,1.4,1018.1,0.0,0.0,77.0,986.8,277.0
2023-04-17 19:00:00,0.6,18.7,0.5,1017.5,0.0,0.0,75.0,986.2,289.0
2023-04-17 20:00:00,0.5,22.5,0.7,1017.2,0.0,0.0,76.0,985.8,299.0
2023-04-17 21:00:00,0.9,18.7,0.7,1016.6,0.0,0.0,76.0,985.2,295.0
2023-04-17 22:00:00,1.1,18.5,1.0,1016.4,0.0,0.0,71.0,985.0,298.0
2023-04-17 23:00:00,0.6,14.5,0.8,1016.3,0.0,0.0,77.0,984.9,305.0
2023-04-18 00:00:00,1.6,11.1,0.2,1016.1,0.0,0.0,64.0,984.8,317.0
2023-04-18 01:00:00,-0.6,9.3,0.3,1016.0,0.0,0.0,71.0,984.6,319.0
2023-04-18 02:00:00,-1.1,9.1,-0.3,1016.1,0.0,0.0,75.0,984.8,344.0
2023-04-18 03:00:00,0.2,6.5,-1.1,1015.9,0.0,0.0,67.0,984.8,44.0
2023-04-18 04:00:00,0.6,8.8,0.8,1015.9,0.0,0.0,56.0,984.8,62.0
2023-04-18 05:00:00,0.0,9.4,0.2,1016.1,0.0,0.0,56.0,985.0,69.0
2023-04-18 06:00:00,-1.0,8.8,-0.5,1016.4,0.0,0.0,58.0,985.1,64.0
2023-04-18 07:00:00,-1.6,9.1,-1.4,1016.5,0.0,0.0,62.0,985.2,58.0
2023-04-18 08:00:00,-2.3,11.4,-1.9,1016.3,0.0,0.0,67.0,985.0,66.0
2023-04-18 09:00:00,-2.1,13.7,-2.2,1016.2,0.0,0.0,67.0,984.9,76.0
2023-04-18 10:00:00,-2.5,14.3,-2.4,1016.3,0.0,0.0,68.0,985.0,78.0
2023-04-18 11:00:00,-3.1,13.2,-3.0,1016.8,0.0,0.0,68.0,985.4,77.0
2023-04-18 12:00:00,-3.0,11.4,-3.1,1017.3,0.0,0.0,65.0,985.9,85.0
2023-04-18 13:00:00,-1.5,12.9,-2.2,1017.2,0.0,0.0,60.0,985.8,79.0
2023-04-18 14:00:00,1.3,13.8,-0.2,1017.7,0.0,0.0,49.0,986.4,92.0
2023-04-18 15:00:00,2.5,14.4,1.8,1017.3,0.0,0.0,43.0,986.1,103.0
2023-04-18 16:00:00,4.9,13.1,3.7,1017.0,0.0,0.0,37.0,985.9,106.0
2023-04-18 17:00:00,4.8,17.5,4.8,1016.9,0.0,0.0,31.0,985.8,101.0
2023-04-18 18:00:00,5.8,16.4,5.2,1016.6,0.0,0.0,30.0,985.5,97.0
2023-04-18 19:00:00,6.7,17.1,6.5,1016.3,0.0,0.0,29.0,985.2,87.0
2023-04-18 20:00:00,7.5,17.8,7.3,1016.1,0.0,0.0,24.0,985.0,92.0
2023-04-18 21:00:00,7.5,16.2,7.5,1015.8,0.0,0.0,24.0,984.7,91.0
2023-04-18 22:00:00,6.9,15.7,7.1,1015.8,0.0,0.0,32.0,984.7,95.0
2023-04-18 23:00:00,6.9,12.7,6.8,1016.1,0.0,0.0,30.0,984.9,90.0
2023-04-19 00:00:00,6.4,9.3,6.7,1016.4,0.0,0.0,32.0,985.3,87.0
2023-04-19 01:00:00,6.0,11.9,6.2,1016.9,0.0,0.0,42.0,985.7,68.0
2023-04-19 02:00:00,2.9,16.4,4.4,1017.6,0.0,0.0,73.0,986.5,105.0
2023-04-19 03:00:00,1.6,15.2,2.1,1018.4,0.4,0.2,89.0,987.2,90.0
2023-04-19 04:00:00,0.5,14.5,0.9,1018.5,0.8,0.4,96.0,987.3,66.0
2023-04-19 05:00:00,0.4,19.9,0.4,1018.0,0.3,0.4,98.0,986.9,72.0
2023-04-19 06:00:00,0.5,19.4,0.4,1018.0,0.4,0.2,96.0,986.9,83.0
2023-04-19 07:00:00,0.5,22.1,0.5,1017.5,0.3,0.0,94.0,986.4,81.0
2023-04-19 08:00:00,0.5,23.6,0.5,1016.6,0.1,0.0,92.0,985.6,82.0
2023-04-19 09:00:00,0.3,27.3,0.4,1015.5,0.0,0.0,91.0,984.5,81.0
2023-04-19 10:00:00,0.1,27.2,0.2,1016.6,0.0,0.0,89.0,985.5,82.0
2023-04-19 11:00:00,-0.2,26.6,-0.1,1017.3,0.0,0.0,89.0,986.2,88.0
2023-04-19 12:00:00,-0.6,23.6,-0.4,1017.5,0.0,0.0,87.0,986.4,89.0
2023-04-19 13:00:00,-0.7,25.7,-0.6,1017.0,0.0,0.0,84.0,985.9,83.0
2023-04-19 14:00:00,-1.2,27.8,-0.8,1016.7,0.0,0.0,83.0,985.4,79.0
2023-04-19 15:00:00,-1.2,30.9,-1.2,1016.6,0.0,0.0,82.0,985.3,78.0
2023-04-19 16:00:00,-1.4,28.6,-1.3,1017.1,0.0,0.0,82.0,985.7,83.0
2023-04-19 17:00:00,-0.6,29.6,-1.1,1016.5,0.0,0.0,69.0,985.2,78.0
2023-04-19 18:00:00,-0.7,27.7,-0.5,1017.4,0.0,0.0,74.0,986.1,77.0
2023-04-19 19:00:00,0.0,21.7,-0.3,1017.6,0.0,1.0,73.0,986.3,81.0
2023-04-19 20:00:00,-0.3,25.5,-0.4,1016.8,0.2,0.0,91.0,985.5,82.0
2023-04-19 21:00:00,-0.1,28.3,-0.2,1017.1,0.0,0.0,86.0,985.8,81.0
2023-04-19 22:00:00,-0.3,27.9,-0.2,1017.3,0.0,0.0,83.0,986.0,84.0
2023-04-19 23:00:00,-0.3,29.3,-0.3,1017.4,0.0,0.0,84.0,986.1,86.0
2023-04-20 00:00:00,-0.1,29.1,-0.3,1017.9,0.0,0.0,86.0,986.5,83.0
2023-04-20 01:00:00,0.1,26.5,0.0,1017.9,0.0,0.0,88.0,986.6,83.0
2023-04-20 02:00:00,0.1,25.0,0.1,1017.7,0.0,0.0,88.0,986.3,82.0
2023-04-20 03:00:00,0.3,24.3,0.1,1018.6,0.0,0.0,85.0,987.3,79.0
2023-04-20 04:00:00,0.6,21.5,0.4,1018.8,0.0,0.0,80.0,987.4,79.0
2023-04-20 05:00:00,0.9,20.3,0.8,1018.5,0.0,0.0,76.0,987.1,81.0
2023-04-20 06:00:00,1.4,21.3,1.2,1017.8,0.0,0.0,69.0,986.6,78.0
2023-04-20 07:00:00,1.7,21.1,1.5,1017.9,0.0,0.0,64.0,986.6,83.0
2023-04-20 08:00:00,1.8,17.6,1.7,1018.1,0.0,0.0,60.0,986.8,87.0
2023-04-20 09:00:00,0.6,22.7,1.5,1018.3,0.0,0.0,81.0,987.0,94.0
2023-04-20 10:00:00,0.3,15.9,0.3,1018.5,0.0,0.0,90.0,987.1,82.0
2023-04-20 11:00:00,0.3,15.7,0.3,1018.3,0.3,0.0,95.0,987.0,82.0
2023-04-20 12:00:00,0.0,18.8,0.2,1018.4,0.7,0.0,96.0,987.1,79.0
2023-04-20 13:00:00,-0.4,21.7,-0.2,1018.6,0.7,0.0,96.0,987.2,69.0
2023-04-20 14:00:00,-0.2,16.3,-0.4,1019.6,0.5,0.0,93.0,988.2,71.0
2023-04-20 15:00:00,0.3,15.0,0.1,1019.6,0.5,0.4,79.0,988.2,47.0
2023-04-20 16:00:00,1.2,18.0,0.6,1018.8,0.4,2.4,65.0,987.5,49.0
2023-04-20 17:00:00,2.3,21.8,1.8,1018.8,0.0,0.4,58.0,987.5,60.0
2023-04-20 18:00:00,3.0,24.1,2.6,1018.7,0.0,0.0,51.0,987.5,67.0
2023-04-20 19:00:00,3.1,24.8,3.0,1018.2,0.0,0.0,50.0,987.1,59.0
2023-04-20 20:00:00,4.3,23.1,3.7,1017.9,0.0,0.0,48.0,986.8,58.0
2023-04-20 21:00:00,3.5,26.6,4.1,1017.8,0.0,0.0,61.0,986.7,60.0
2023-04-20 22:00:00,3.8,27.7,4.0,1017.6,0.0,0.0,55.0,986.5,56.0
2023-04-20 23:00:00,4.2,24.2,3.9,1017.7,0.0,0.0,50.0,986.5,43.0
2023-04-21 00:00:00,3.4,30.2,3.5,1018.1,0.0,0.0,51.0,986.9,61.0
2023-04-21 01:00:00,2.5,30.3,2.9,1018.4,0.0,0.0,55.0,987.1,65.0
2023-04-21 02:00:00,3.0,28.5,2.7,1018.5,0.0,0.0,49.0,987.3,62.0
2023-04-21 03:00:00,2.6,26.2,2.7,1018.6,0.0,0.0,54.0,987.4,63.0
2023-04-21 04:00:00,2.0,24.3,2.1,1018.1,0.0,0.0,60.0,986.8,49.0
2023-04-21 05:00:00,1.0,30.5,2.2,1018.2,0.0,0.0,69.0,987.0,43.0
2023-04-21 06:00:00,0.1,27.7,0.9,1018.1,0.0,0.0,76.0,986.9,47.0
2023-04-21 07:00:00,0.7,20.9,-0.1,1017.7,0.0,0.0,65.0,986.5,54.0
2023-04-21 08:00:00,2.0,25.2,1.6,1017.3,0.0,0.0,44.0,986.2,53.0
2023-04-21 09:00:00,1.4,32.7,1.6,1017.3,0.0,0.0,52.0,986.1,56.0
2023-04-21 10:00:00,-1.0,32.2,0.3,1017.9,0.0,0.0,80.0,986.6,50.0
2023-04-21 11:00:00,-1.3,27.1,-1.3,1017.9,0.0,0.0,83.0,986.7,38.0
2023-04-21 12:00:00,0.6,24.4,-0.7,1017.5,0.0,0.0,54.0,986.3,41.0
2023-04-21 13:00:00,1.2,24.2,0.9,1017.6,0.0,0.0,58.0,986.4,24.0
2023-04-21 14:00:00,1.5,27.1,1.3,1017.7,0.0,0.0,57.0,986.5,25.0
2023-04-21 15:00:00,1.3,31.2,1.3,1017.6,0.0,0.0,55.0,986.4,21.0
2023-04-21 16:00:00,2.3,32.0,2.0,1017.5,0.0,0.0,51.0,986.4,26.0
2023-04-21 17:00:00,3.1,31.5,2.9,1017.7,0.0,0.0,49.0,986.5,21.0
2023-04-21 18:00:00,4.2,33.4,3.7,1017.5,0.0,0.0,46.0,986.4,21.0
2023-04-21 19:00:00,5.1,35.9,4.7,1017.5,0.0,0.2,46.0,986.3,20.0
2023-04-21 20:00:00,5.2,37.6,5.1,1017.4,0.0,0.0,49.0,986.3,11.0
2023-04-21 21:00:00,5.1,35.9,5.2,1017.8,0.0,0.0,50.0,986.7,6.0
2023-04-21 22:00:00,5.8,38.5,5.5,1017.9,0.0,0.0,46.0,986.7,4.0
2023-04-21 23:00:00,5.3,38.0,5.4,1018.2,0.0,0.0,45.0,987.0,7.0
2023-04-22 00:00:00,4.6,38.6,5.1,1018.6,0.0,0.0,42.0,987.5,7.0
2023-04-22 01:00:00,3.6,36.5,4.2,1019.2,0.0,0.0,42.0,988.0,5.0
2023-04-22 02:00:00,1.9,26.6,2.7,1019.9,0.0,0.0,49.0,988.6,2.0
2023-04-22 03:00:00,0.8,21.7,1.2,1020.5,0.0,0.0,55.0,989.1,358.0
2023-04-22 04:00:00,0.3,20.8,0.5,1020.7,0.0,0.0,54.0,989.3,360.0
2023-04-22 05:00:00,-0.8,19.4,-0.2,1021.0,0.0,0.0,60.0,989.6,2.0
2023-04-22 06:00:00,-1.3,17.7,-1.0,1021.4,0.0,0.0,63.0,990.0,6.0
2023-04-22 07:00:00,-2.4,15.7,-1.6,1021.5,0.0,0.0,68.0,990.2,10.0
2023-04-22 08:00:00,-4.4,10.7,-3.6,1021.6,0.0,0.0,79.0,990.2,347.0
2023-04-22 09:00:00,-4.9,11.0,-4.7,1021.8,0.0,0.0,84.0,990.3,342.0
2023-04-22 10:00:00,-5.6,12.2,-5.5,1022.2,0.0,0.0,0.0,990.7,329.0
2023-04-22 11:00:00,-6.6,8.3,-6.2,1022.5,0.0,0.0,0.0,991.0,342.0
2023-04-22 12:00:00,-6.3,9.4,-6.5,1023.0,0.0,0.0,13.0,991.4,330.0
2023-04-22 13:00:00,-5.3,8.9,-6.0,1023.1,0.0,0.0,0.0,991.5,329.0
2023-04-22 14:00:00,-1.9,9.8,-4.2,1022.8,0.0,0.0,0.0,991.3,326.0
2023-04-22 15:00:00,-0.9,15.3,-1.4,1022.6,0.0,0.0,64.0,991.2,13.0
2023-04-22 16:00:00,0.1,18.7,-0.4,1022.6,0.0,0.0,56.0,991.1,16.0
2023-04-22 17:00:00,1.1,17.0,0.7,1022.2,0.0,0.0,52.0,990.7,12.0
2023-04-22 18:00:00,1.5,17.6,1.2,1021.9,0.0,0.0,53.0,990.5,351.0
2023-04-22 19:00:00,-0.2,23.0,0.8,1021.6,0.0,0.0,74.0,990.1,324.0
2023-04-22 20:00:00,0.2,28.7,0.0,1021.4,0.0,0.0,71.0,989.8,299.0
2023-04-22 21:00:00,0.6,28.0,0.6,1021.2,0.0,0.0,69.0,989.6,302.0
2023-04-22 22:00:00,0.9,27.8,0.7,1020.9,0.0,0.0,69.0,989.3,302.0
